count,mpan,product,tab1.status,status,service_prov_new,sed
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESIRID,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESSOUT,16/05/2017 00:00
1,1.61002E+12,Electricity,W4,Objection Window Closed,ESEMEB,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEETL,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESGESL,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESREGE,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESFRST,15/05/2017 00:00
1,1.61002E+12,Electricity,56,Completed,ESFRST,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESSPRK,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESLORM,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESIRID,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESOVOE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.61002E+12,Electricity,WD,Objection Window Open,ESJERE,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESHOME,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESCPPR,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,19/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESOSMI,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,56,Completed,ESFRST,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESZPYR,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESREGE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESCPPR,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESCPPR,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESPILO,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESZPYR,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESSPOW,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESSOUT,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESCPPR,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,17/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESBNRG,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESNEEB,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEETL,19/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESOSMI,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESAVRO,20/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESGETW,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEETL,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESFRST,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESVOLT,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESFRST,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESOSMI,15/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,21/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,18/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESEMEB,16/05/2017 00:00
1,1.61002E+12,Electricity,W5,Awaiting Final Read,ESJERE,15/05/2017 00:00
